smiles,canonical_smiles,segment_id,segment_type,priority,atom_indices,bond_indices,num_atoms,num_bonds,reason
c1ccccc1-c2ccccc2,c1ccc(-c2ccccc2)cc1,0,ring_system,1,0 1 2 3 4 5 6 7 8 9 10 11,0 1 2 3 4 5 6 7 8 9 10 11 12,12,13,Ring-system segment from rings merged by shared atoms/bonds; separate rings merge across direct RDKit-conjugated or aromatic-compatible ring-ring bonds; exocyclic multiple bonds from ring atoms to heteroatoms are preserved.
