smiles,canonical_smiles,bond_idx,begin_atom_idx,end_atom_idx,cut_label,reason,begin_segment_id,end_segment_id,begin_segment_type,end_segment_type
C=Cc1ccccc1,C=Cc1ccccc1,0,0,1,0,same_segment:unsaturated_conjugated,1,1,unsaturated_conjugated,unsaturated_conjugated
C=Cc1ccccc1,C=Cc1ccccc1,1,1,2,1,different_segments:unsaturated_conjugated|ring_system,1,0,unsaturated_conjugated,ring_system
C=Cc1ccccc1,C=Cc1ccccc1,2,2,3,0,same_segment:ring_system,0,0,ring_system,ring_system
C=Cc1ccccc1,C=Cc1ccccc1,3,3,4,0,same_segment:ring_system,0,0,ring_system,ring_system
C=Cc1ccccc1,C=Cc1ccccc1,4,4,5,0,same_segment:ring_system,0,0,ring_system,ring_system
C=Cc1ccccc1,C=Cc1ccccc1,5,5,6,0,same_segment:ring_system,0,0,ring_system,ring_system
C=Cc1ccccc1,C=Cc1ccccc1,6,6,7,0,same_segment:ring_system,0,0,ring_system,ring_system
C=Cc1ccccc1,C=Cc1ccccc1,7,7,2,0,same_segment:ring_system,0,0,ring_system,ring_system
